LawTitle,AdjCode,LawCode,Description,CyclistFlag
VTL,1229C1C,1229-c(1)(c),BACK SEAT PASSENGER AGE 8-15 NO/IMPROPER SEAT BELT,N
VTL,1229C2A,1229-c(2)(a),FRONT SEAT PASSENGER AGE 8-15 NO/IMPROPER SEATBELT,N
VTL,1229C2B,1229-c(2)(b),FRONT SEAT PASSENGER LESS THAN 4 NO/IMPROPER RESTRAINT,N
VTL,1229C2C,1229-c(2)(c),FRONT SEAT PASSENGER AGE 4-7 NO/IMPROPER RESTRAINT,N
VTL,1229C3,1229-c(3),NO SEAT BELT,N
VTL,1229C3A,1229-c(3),NO SEAT BELT DRIVER,N
VTL,1229C3B,1229-c(3),NO SEAT BELT ADULT PASSENGER,N
VTL,1229C3C,1229-c(3-c)(c),NO SEAT BELT PASSENGER 8-15 - TAXI/LIVERY VEH,N
VTL,1229C3U,1229-c(3-c)(a),NO SEAT BELT DRIVER - TAXI/LIVERY VEHICLE,N
VTL,1229C3V,1229-c(3-c)(b),NO SEAT BELT PASSENGER 16/OLDER - TAXI/LIVERY VEH,N
VTL,1229C3W,1229-c(3-a),NO LAP/SHOULDER HARNESS DRIVER,N
VTL,1229C3X,1229-c(3-a),NO LAP/SHOULDER HARNESS ADULT PASSENGER,N
VTL,1229C3Y,1229-c(3-b),NO SEAT BELT DRIVER - CLASS DJ LICENSE,N
VTL,1229C3Z,1229-c(3-b),NO SEAT BELT ADULT PASS - DRIVER CLASS DJ LICENSE,N
VTL,1229C13,1229-c(13),NO SEAT BELT CHILD PASS,N
VTL,1232A,1232(a),IMPROPER OPERATION OF BICYCLE,Y
VTL,1230AE,1230(a),PERMITTING A CHILD TO OPERATE A BICYCLE WITH ELECTRIC ASSIST IN VIOLATION OF ARTICLE 34,N
VTL,1232AE,1232(a),IMPROPER RIDING OF E-BIKE,N
VTL,1232B,1232(b),TOO MANY RIDERS - BICYCLE,Y
VTL,1232BE,1232(b),TOO MANY RIDERS ON E-BIKE,N
VTL,12331E,1233(1),PERSON OPERATING E-BIKE CLINGING TO VEHICLE,N
VTL,1234A,1234(a),FAILURE TO KEEP RIGHT-BICYCLE,Y
VTL,1234AE,1234(a),FAILURE TO KEEP RIGHT (E-BIKE),N
VTL,1234B,1234(b),MORE THAN TWO ABREAST-BICYCLE,Y
VTL,1234C,1234(c),FAILURE TO STOP WHEN ENTERING ROAD/BICYCLE,Y
VTL,1234CE,1234(c),FAILURE TO STOP E-BIKE BEFORE ENTERING ROADWAY,N
VTL,1234D,1234(d),BICYCLE OR SKATEBOARD FAILED TO STOP,Y
VTL,1236A,1236(a),NO/INADEQUATE LIGHTS-BICYCLE,Y
VTL,1236AE,1236(a),NO/INADEQUATE LIGHTS (E-BIKE),N
VTL,1236B,1236(b),NO BELL OR SIGNAL DEVICE ON BICYCLE,Y
VTL,1236BE,1236(b),NO BELL/SIGNAL DEVICE (E-BIKE),N
VTL,1236C,1236(c),NO/INADEQUATE BRAKES-BICYCLE,Y
VTL,1236CE,1236(c),NO/INADEQUATE BRAKES (E-BIKE),N
VTL,1236D,1236(d),NO REFLECTOR WHEEL/BICYCLE,Y
VTL,1236DE,1236(d),NO/REFLECTIVE TIRES/REFLECTORS (E-BIKE),N
VTL,1236E,1236(e),NO/IMPROPER REFLECTOR-BICYCLE,Y
VTL,1236EE,1236(e),NO/IMPROPER REFLECTIVE DEVICES (E-BIKE),N
VTL,1237E,1237,IMPROPER HAND AND ARM SIGNALS (E-BIKE),N
VTL,12385C,1238(5-c),OPERATING CLASS THREE E-BIKE WITHOUT A HELMET,N
VTL,1240E,1240,LEAVING THE SCENE OF A PHYSICAL INJURY INCIDENT WHILE OPERATING A BICYCLE WITH ELECTRIC ASSIST INFRACT,N
VTL,1241E,1241,"LEAVING THE SCENE OF A SERIOUS PHYSICAL INJURY INCIDENT WHILE OPERATING A BICYCLE WITH ELECTRIC,ASSIST",N
VTL,12421,1242(1),OPERATING E-BIKE WITHOUT PROPER ELECTRIC MOTOR,N
VTL,12422,1242(2),UNDERAGE OPERATION OF E-BIKE,N
VTL,12424,1242(4),"UNLAWFUL OPERATION OF E-BIKE ON ANY PUBLIC LANDS, PROPERTY OR GREENWAY OTHER THAN HIGHW",N
VTL,12425A,1242(5)(a),UNLAWFUL OPERATION OR PARKING OF E-BIKE ON SIDEWALK,N
VTL,12426,1242(6),E-BIKE FAILING TO YIELD RIGHT OF WAY TO PEDESTRIAN,N
VTL,12427,1242(7),FAILURE TO OPERATE E-BIKE IN A SINGLE FILE,N
VTL,12428,1242(8),UNLAWFUL OPERATION OF E-BIKE ON HIGHWAY WITH SPEED LIMIT GREATER THAN 30 MPH,N
VTL,12429,1242(9),OPERATION OF E-BIKE AT A PROHIBITED SPEED,N
VTL,124210,1242(10),PROHIBITED USE OF CLASS 3 E-BIKE OUTSIDE OF NYC,N
VTL,124211B,1242(11)(b),OPERATION OF E-BIKE WITH NO/IMPROPER MANUFACTURER’S LABEL,N
VTL,1251A,1251(a),TWO ON SEAT FOR ONE-MOTORCYCLE,N
VTL,1251B,1251(b),NOT SEATED PROPERLY-MOTORCYCLE,N
VTL,1251C,1251(c),HANDS NOT ON HANDLEBARS- MOTORCYCLE,N
VTL,1251D,1251(d),INTERFERED WITH CYCLE OPER IN VIEW,N
VTL,1252A,1252(a),INTERFERED WITH USE OF LANE - MOTORCYCLE,N
VTL,1252B,1252(b),IMPROPER PASSING-MOTORCYCLE,N
VTL,1252C,1252(c),RIDING MOTORCYCLE BETWEEN LANES,N
VTL,1252D,1252(d),RIDING MOTORCYCLE MORE THAN 2 ABREAST,N
VTL,12801,1280(1),PERMITTING OPERATION IN VIOLATION OF ARTICLE 34-D (PARENT OR GUARDIAN)(E-SCOOTER),N
VTL,12821,1282(1),CARRYING MORE THAN ONE PERSON ON E-SCOOTER; CARRYING PERSON AS A PASSENGER IN A PACK,N
VTL,12822,1282(2),CARRYING ARTICLES ON E-SCOOTER,N
VTL,12823,1282(3),E-SCOOTER FAILING TO YIELD RIGHT OF WAY TO PEDESTRIAN,N
VTL,12824,1282(4),UNDERAGE OPERATION OF E-SCOOTER; PERMITTING UNDERAGE OPERATION OF E-SCOOTER,N
VTL,12825,1282(5),UNLAWFUL OPERATION OF E-SCOOTER ON HIGHWAY WITH SPEED LIMIT GREATER THAN 30 MPH,N
VTL,12826,1282(6),OPERATION OF E-SCOOTER AT A PROHIBITED SPEED,N
VTL,12827A,1282(7)(a),UNLAWFUL OPERATION OR PARKING OF E-SCOOTER ON SIDEWALK,N
VTL,12828,1282(8),"UNLAWFUL OPERATION OF E-SCOOTER ON ANY PUBLIC LANDS, PROPERTY OR GREENWAY OTHER THAN HI",N
VTL,12829B,1282(9)(b),OPERATION OF E-SCOOTER WITH NO/IMPROPER MANUFACTURER’S LABEL,N
VTL,12831,1283(1),CLINGING TO A MOVING MOTOR VEHICLE WHILE OPERATING AN ELECTRIC SCOOTER,N
VTL,12331R,1233(1),CLINGING TO A MOVING MOTOR VEHICLE WHILE OPERATING AN ELECTRIC SCOOTER,N
VTL,12832,1283(2),PERMITTING AN ELECTRIC SCOOTER TO CLING TO A MOVING MOTOR VEHICLE,N
VTL,12841,1284(1),FAILURE TO KEEP RIGHT (E-SCOOTER),N
VTL,12842,1284(2),MORE THAN SINGLE FILE (E-SCOOTER),N
VTL,12843,1284(3),FAILURE TO STOP E-SCOOTER BEFORE ENTERING ROADWAY,N
VTL,12851,1285(1),NO/INADEQUATE LIGHTS (E-SCOOTER),N
VTL,12852,1285(2),NO BELL/SIGNAL DEVICE (E-SCOOTER),N
VTL,12853,1285(3),NO/INADEQUATE BRAKES (E-SCOOTER),N
VTL,12861,1286(1),MINOR OPERATING E-SCOOTER WITHOUT A HELMET,N
VTL,1287,1287,"LEAVING THE SCENE OF A PHYSICAL INJURY INCIDENT WHILE OPERATING AN ELECTRIC SCOOTER, INFRACTION",N
VTL,1288,1288,"LEAVING THE SCENE OF A SERIOUS PHYSICAL INJURY INCIDENT WHILE OPERATING AN ELECTRIC SCOOTER, MISDEM",N
VTL,22651M,2265(1),MISCELLANEOUS EQUIPMENT VIOLATION - LIMITED USE MOTORCYCLE,N
VTL,301B1,301-b(1),HEAVY VEHICLE EXCEEDING EMISSIONS,N
VTL,301B2,301-b(2),UNINSPECTED HEAVY VEHICLE,N
VTL,301B2G,301-b(2),UNINSPECTED HEAVY VEHICLE >30 DAYS,N
VTL,303C,303(c),FAILED TO DISPLAY/GIVE NOTICE/REINSPECTION,N
VTL,306B,306(b),UNINSPECTED MOTOR VEHICLE,N
VTL,306BG,306(b),UNINSPECTED MOTOR VEHICLE > 60 DAYS,N
VTL,306C,306(c),NO REGISTRATION UNLESS INSPECTED,N
VTL,306D,306(d),CERTIFICATE ISSUED WITHOUT A COMPLETE INSPECTION,N
VTL,3191P,319(1),PERMITTING OPERATION WITHOUT INSURANCE,N
VTL,3191U,319(1),OPERATING WITHOUT INSURANCE,N
VTL,37510A,375(10)(a),NO MIRROR/NO LEFTSIDE VIEW MIRROR,N
VTL,37510B,375(10)(b),NO RIGHT SIDE MIRROR/OMNIBUS 10+ PASS,N
VTL,37510C,375(10)(c),UNAPPROVED INTERIOR MIRROR,N
VTL,37510E,375(10)(e),NO REAR OBJECT DETECTION SYSTEM DELIVERY TRUCK,N
VTL,37512A,375(12-a),NO/ILLEGAL FRONT WINDSHIELD,N
VTL,37512A1,375(12-a)(b)(1),FRONT WINDSHIELD NONTRANSPARENT,N
VTL,37512A2,375(12-a)(b)(2),SIDEWINGS/SIDEWINDOWS/NONTRANSPARENT,N
VTL,37512A3,375(12-a)(b)(3),REAR SIDE WINDOWS NONTRANSPARENT,N
VTL,37512A4,375(12-a)(b)(4),REAR WINDOW NONTRANSPARENT,N
VTL,37512AF,375(12-a)(ff),IMPROPER FUNERAL SIGN,N
VTL,37517F,375(17),NO/INADEQUATE EMERGENCY FLARE,N
VTL,37518A,375(18-a),INADEQUATE/NO TRAFFIC HAZARD WARNING LIGHTS,N
VTL,3751A,375(1)(a),"INADEQUATE STEERING, BRAKES OR HORN",N
VTL,3751B,375(1)(b),IMPROPER/INADEQUATE WIPERS,N
VTL,3751BI,375(1)(b)(i),UNAUTHORIZED STICKER/POSTER ON WINDSHIELD OR REAR WINDOW,N
VTL,3751MH,375(1)(a),HORN USED NO DANGER,N
VTL,37520A,375(20)(a),NO FLASHING RED LIGHT ON SCHOOL BUS,N
VTL,37520E,375(20)(e),NO FRONT MIRROR SCHOOL BUS/OMNIBUS,N
VTL,37520I,375(20)(i),NO HEADLIGHTS/TAIL LIGHTS LIT OMNIBUS,N
VTL,37524AB,375(24-a),OPER BICYCLE WITH MORE 1 EARPHONE,Y
VTL,37525A,375(25)(a),INADEQUATE/NO SPLASH GUARDS,N
VTL,37525B,375(25)(b),IMPROPERLY MOUNTED SPLASH GUARDS,N
VTL,37528A,375(28-a),REMOVE/DISMANTLE/INTERFERE WITH AIR POLLUTION SYSTEM,N
VTL,37528B,375(28-b),INADEQUATE/NO AIR CONTAMINANT EMISSION CONTROL SYSTEM,N
VTL,37529A,375(29)(a),IMPROPER TOWING /MORE THAN 1 VEHICLE,N
VTL,37529C,375(29)(c),TOW/ROPE CONNECTION OVER SIXTEEN FEET,N
VTL,37529D,375(29)(d),ROPE TOWED VEHICLE WITHOUT LICENSED DRIVER,N
VTL,3752A,375(2)(a)(1),NO HEADLAMPS/INCLEMENT WEATHER,N
VTL,3752A1,375(2)(a)(1),NO HEADLAMPS IN USE,N
VTL,3752A1I,375(2)(a)(1),INADEQUATE HEADLAMPS,N
VTL,3752A2,375(2)(a)(2),NO/INADEQUATE LIGHTS,N
VTL,3752A3,375(2)(a)(3),NO/INSUFFICIENT TAIL LAMPS,N
VTL,3752A4,375(2)(a)(4),NO/INADEQUATE PLATE LAMPS,N
VTL,3752AW,375(2)(a)(1),NO HEADLIGHTS WITH WIPERS ON,N
VTL,3752B,375(2)(b),DAZZLING HEADLAMPS,N
VTL,3752C,375(2)(c),UNAPPROVED LAMP,N
VTL,3752D,375(2)(d),NO ADDITIONAL HEADLAMPS (SNOWPLOW),N
VTL,37531AM,375(31-a),SELL OFFER INSTALL ILLEGAL MOTORCYCLE EXHAUST,N
VTL,37531BM,375(31-b),SELL OFFER INSTALL ILLEGAL MOD MOTORCYCLE EXHAUST,N
VTL,37535A,375(35-a),PROHIBITED USE/STUD TIRES 5/1 - 10/15,N
VTL,37535C,375(35)(c),UNSAFE TIRE,N
VTL,37540A,375(40)(a),INADEQUATE OR NO STOP LAMP OR LAMPS,N
VTL,37540B,375(40)(b),INADEQUATE OR NO STOP LAMPS,N
VTL,375413A,375(41)(3)(a),HAZARD VEHICLE WITHOUT AMBER LIGHT OR RED FLAG,N
VTL,37547A,375(47)(a),OPERATING AMPLIFICATION SYSTEM IN EXCESS 0F 70DB,N
VTL,37548B,375(48)(b),OPERATING WITH NO OR IMPROPER FRONT/REAR BUMPER,N
VTL,37550A,375(50)(a),NO SAFETY SHIELD - TAXICAB,N
VTL,37550B,375(50)(b),NO AMBER DISTRESS LIGHTS - TAXICAB,N
VTL,37551A,375(51)(a),NO TAXI/LIVERY SEATBELT SIGN,N
VTL,3761A,376(1)(a),LIGHTING VIOLATION ON VEHICLE & TRAILERS,N
VTL,380A1,380-a(1),FAILED TO COVER LOOSE CARGO,N
VTL,381D,383(1)(d),NO SEAT BELT ALT VEH MAN AFTER 1/1/2021,N
VTL,3831AZ,383(1-a),NO SEAT BELT ALT VEH MAN BEFORE 1/1/2021,N
VTL,3811AB,381(1)(a),INADEQUATE BRAKES-MOTORCYCLE,N
VTL,3811H,381(1)(a),NO HORN- MOTORCYCLE,N
VTL,3811L,381(1)(a),INSUFFICIENT LIGHT- MOTORCYCLE,N
VTL,3812A,381(2-a),UNAPPROVED LIGHTS- MOTORCYCLE,N
VTL,382C,382-c,INADEQUATE/NO OCCUPANT COMPARTMENT PROTECTION,N
VTL,3831A,383(1)(a),NO SAFETY-BELT FRONT SEAT-1965,N
VTL,3831B,383(1)(b),NO SAFETY-BELT REAR SEAT PASS-1967,N
VTL,3831C,383(1)(c),NO SAFETY-BELT EACH SEAT POSITION-1968,N
VTL,3834A,383(4-a),FAILURE SCHOOL BUS DRIVER USE SEATBELT,N
VTL,3834B,383(4-b),NO/UNUSABLE TAXI/LIVERY SAFETY BELT,N
VTL,3851A,385(1)(a),OVERWIDTH VEHICLE,N
VTL,3853A,385(3)(a),OVERLENGTH VEHICLE-SINGLE VEHICLE,N
VTL,3853B,385(3)(b),OVERLENGTH SEMI/TRAILER-48 FEET,N
VTL,3853E,385(3)(e),OVER LENGTH VEHICLE SEMI TRAILER,N
VTL,3854A,385(4)(a),OVER LENGTH VEHICLE-COMBINATION,N
VTL,3863A,386(3)(a),EXCESSIVE NOISE-OPER/MOVING MGW 10000 LBS,N
VTL,3863C,386(3)(c),EXCESSIVE NOISE-OPER/MOVING MGW UNDER 10000 LBS,N
VTL,3863D,386(3)(d),EXCESSIVE NOISE/OPERATING MOTORCYCLE,N
VTL,397A,397-a,RADAR/LASER DETECTORS PROHIBITED,N
VTL,4011A,401(1)(a),UNREGISTERED MOTOR VEHICLE,N
VTL,4011AG,401(1)(a),UNREGISTERED MOTOR VEHICLE - REG EXPIRED MORE THAN 60 DAYS,N
VTL,4011B,401(1)(b),SWITCHED TRAILER PLATES,N
VTL,4011U,401(1),IMPROPER REGISTRATION/CLASS,N
NYCTRR,4014B,4-14(a)(2),COMMERCIAL VEHICLE ON PARKWAY,N
VTL,4017FBL,401(7)(f)(b),"OVERWEIGHT ON REG SINGLE VEHICLE LESS THAN 18,000 POUNDS",N
VTL,4017FBW,401(7)(f)(b),"OVERWEIGHT ON REG SINGLE VEHICLE GREATER THAN 18,000 POUNDS",N
VTL,4018CL,401(8)(c),"OVERWEIGHT ON REG COMBINATION LESS THAN 18,000 POUNDS",N
VTL,4018CW,401(8)(c),"OVERWEIGHT ON REG COMBINATION GREATER THAN 18,000",N
VTL,4023G,402(3),UNREGISTERED TRAILER - REG EXPIRED LESS THAN 60 DAYS,N
NYCTRR,402C,4-02(c),DANGEROUS DRIVING,N
VTL,403A,403-a,FALSIFYING TEMPORARY INDICIA OF REGISTRATION,N
NYCTRR,403A1,4-03(a)(1),FAILED TO YIELD TO VEHICLE/PEDESTRIAN,N
NYCTRR,403A3I,4-03(a)(3)(i),DISOBEYED STEADY RED LIGHT,N
NYCTRR,403A3II,4-03(a)(3)(ii),FAILED TO YIELD TO VEHICLE/PEDESTRIAN AT RED LIGHT,N
NYCTRR,403A3IX,4-03(a)(3)(ii),BICYCLE FAILED TO YIELD TO VEHICLE/PEDESTRIAN AT RED LIGHT,Y
NYCTRR,403A4,4-03(a)(4),DISOBEYED COLORED ARROW,N
NYCTRR,403A4B,4-03(a)(4),BICYCLE DISOBEYED COLORED ARROW,Y
NYCTRR,403A5,4-03(a)(5),DISOBEYED STOP SIGN,N
NYCTRR,403A5B,4-03(a)(5),BICYCLE DISOBEYED STOP SIGN,Y
NYCTRR,403C1,4-03(c)(1),FAIL TO YLD RIGHT OF WAY TO PEDESTRIAN WITH WALK SIGNAL,N
NYCTRR,403C1B,4-03(c)(1),BICYCLE FAIL TO YLD RIGHT OF WAY TO PEDESTRIAN WITH WALK SIGNAL,Y
NYCTRR,404B,4-04(b),FAILED TO YIELD TO PEDESTRIAN IN A CROSSWALK,N
NYCTRR,404D,4-04(d),FAIL TO USE DUE CARE RESULTING IN COLLISION WITH PEDESTRIAN,N
NYCTRR,405B1,4-05(b)(1),U-TURN IN BUSINESS DISTRICT,N
NYCTRR,405B2,4-05(b)(2),IMPROPER U TURN,N
NYCTRR,406A1,4-06(a)(1),SPEEDING,N
NYCTRR,406A2,4-06(a)(2),SPEEDING OVER POSTED LIMIT,N
NYCTRR,406A3,4-06(a)(3),SPEED NOT REASONABLE AND PRUDENT,N
NYCTRR,407A,4-07(a),DISOBEYED YIELD SIGN,N
NYCTRR,407B1,4-07(b)(1),OBSTRUCTED TRAFFIC LANE,N
NYCTRR,407B2,4-07(b)(2),OBSTRUCTED INTERSECTION/CROSSWALK,N
NYCTRR,407C,4-07(c)(1),DRIVE ON SIDEWALK,N
NYCTRR,407C2,4-07(c)(2),AVOIDING INTERSECTION,N
NYCTRR,407C31,4-07(c)(3)(i),BIKE/SKATE ON SIDEWALK,Y
NYCTRR,407D,4-07(d),BACKING UNSAFELY,N
NYCTRR,407G,4-07(g),FOLLOWING TOO CLOSE TO EMERGENCY VEHICLE,N
NYCTRR,407H1,4-07(h)(1),DRIVING OVER DIVIDING SPACE,N
NYCTRR,407H2,4-07(h)(2),U-TURN ON DIVIDED HIGHWAY,N
NYCTRR,408F1,4-08(f)(1),OBSTRUCTING TRAFFIC LANE,N
NYCTRR,408N8,4-08(n)(8),EQUIPMENT - MISCELLANEOUS,N
NYCTRR,409B1,4-09(b)(1),NO HEADLIGHTS IN USE,N
NYCTRR,409B2,4-09(b)(2),NO LIGHTING EQUIPMENT,N
VTL,4101G,410(1),UNREGISTERED MOTORCYCLE - REG EXPIRED MORE THAN 60 DAYS,N
NYCTRR,410C1,4-10(c)(1),UNAUTHORIZED PICK UP/DISCHARGE OF PASSENGERS AT BUS STOP,N
NYCTRR,411B,4-11(b),CRUISING FOR PASSENGERS,N
NYCTRR,411C,4-11(c),IMPROPER TAXI PICKUP,N
NYCTRR,412A1,4-12(a)(1),FAILED TO COMPLY WITH ORDER,N
NYCTRR,412A1B,4-12(a)(1),BICYCLE FAILED TO COMPLY WITH ORDER,Y
NYCTRR,412A3,4-12(a)(3),FAILED TO PRESENT DOCUMENT,N
NYCTRR,412B,4-12(b),PASSENGER IN VEHICLE,N
NYCTRR,412I,4-12(i),HORN USED NO DANGER,N
NYCTRR,412M,4-12(m),IMPROPER USE OF BUS LANE,N
NYCTRR,412P1,4-12(p)(1),BIKING OFF LANE,Y
NYCTRR,412P2,4-12(p)(2),DRIVE ON BIKE LANE,N
NYCTRR,413A3,4-13(a)(3),NO BILL OF LADING,N
NYCTRR,414A2,4-14(a)(2),NO CMV ON PARKWAY,N
NYCTRR,414B4,4-14(b)(4),BUS ON PARK/PARKWAY,N
NYCTRR,415B1,4-15(b)(1),OVERWIDTH VEHICLE,N
NYCTRR,415B10,4-15(b)(10),OVERWEIGHT 3 OR MORE AXLES,N
NYCTRR,415B13,4-15(b)(13),EXCESS BRIDGE HEIGHT/WEIGHT,N
NYCTRR,415B2,4-15(b)(2),OVERHEIGHT VEHICLE,N
NYCTRR,415B3,4-15(b)(3),OVERLENGTH SINGLE VEHICLE,N
NYCTRR,415B4,4-15(b)(4),OVERLENGTH COMBINATION VEHICLE,N
NYCTRR,415B8,4-15(b)(8),OVERLOAD SINGLE AXLE,N
NYCTRR,415B9,4-15(b)(9),OVERWEIGHT CONSECUTIVE AXLES,N
NYCTRR,415F1,4-15(f)(1),NO OVERWEIGHT PERMIT,N
NYCTRR,415H,4-15(h),OVER 5000 POUNDS ON FDR DRIVEWAY,N
VTL,501B,501-b,VIOLATED GRADUATED LICENSE RESTRICTION,N
VTL,5091A,509(1-a),OPERATE CMV WITHOUT PROPER ENDORSEMENT,N
VTL,5091G,509(1),UNLICENSED OPERATOR - LIC EXP MORE THAN 60 DAYS,N
VTL,5091J,509(1),UNLICENSED OPERATION - JUNIOR DRIVER,N
VTL,5091JG,509(1),UNLICENSED JR OPERATOR - LIC EXP MORE THAN 60 DAYS,N
VTL,5092M,509(2),UNLICENSED OPERATOR MOTORCYCLE - LIC EXP LESS THAN 60 DAYS,N
VTL,5092MG,509(2),UNLICENSED OPERATOR MOTORCYCLE - LIC EXP MORE THAN 60 DAYS,N
VTL,5096A,509(6),PERMITTING ANOTHER TO USE LICENSE,N
VTL,5096U,509(6),USING LICENSE OF ANOTHER,N
VTL,5097A,509(7 a),OPERATING CMV WITHOUT PROPER MEDICAL CERTIFICATION,N
VTL,6001A,600(1)(a),LEAVING SCENE OF PROPERTY DAMAGE CRASH,N
NYCTRR,407I,4-07(i),TOWING,N
VTL,22653,2265(3),INSURANCE,N
